Time,Carrasco
2024-11-17 11:20:30,
2024-11-17 11:20:41,
2024-11-17 11:20:47,
2024-11-17 11:21:41,
2024-11-17 11:21:51,
2024-11-17 11:22:38,37.59
2024-11-17 11:23:35,
2024-11-17 11:23:35,
2024-11-17 11:24:07,
2024-11-17 11:24:30,
2024-11-17 11:25:00,
2024-11-17 11:25:10,
2024-11-17 11:25:30,
2024-11-17 11:25:41,
2024-11-17 11:25:47,
2024-11-17 11:26:41,
2024-11-17 11:26:51,
2024-11-17 11:27:38,37.85
2024-11-17 11:28:35,
2024-11-17 11:29:07,
2024-11-17 11:29:30,
2024-11-17 11:30:00,
2024-11-17 11:30:10,
2024-11-17 11:30:13,
2024-11-17 11:30:30,
2024-11-17 11:30:42,
2024-11-17 11:30:47,
2024-11-17 11:31:41,
2024-11-17 11:31:51,
2024-11-17 11:32:38,38.1
2024-11-17 11:33:35,
2024-11-17 11:33:35,
2024-11-17 11:34:07,
2024-11-17 11:34:30,
2024-11-17 11:35:01,
2024-11-17 11:35:10,
2024-11-17 11:35:30,
2024-11-17 11:35:42,
2024-11-17 11:35:48,
2024-11-17 11:36:41,
2024-11-17 11:36:51,
2024-11-17 11:37:38,40.39
2024-11-17 11:38:35,
2024-11-17 11:38:35,
2024-11-17 11:39:07,
2024-11-17 11:39:30,
2024-11-17 11:40:01,
2024-11-17 11:40:10,
2024-11-17 11:40:11,
2024-11-17 11:40:30,
2024-11-17 11:40:42,
2024-11-17 11:40:48,
2024-11-17 11:41:41,
2024-11-17 11:41:51,
2024-11-17 11:42:38,41.15
2024-11-17 11:43:35,
2024-11-17 11:43:35,
2024-11-17 11:44:07,
2024-11-17 11:44:30,
2024-11-17 11:45:01,
2024-11-17 11:45:10,
2024-11-17 11:45:30,
2024-11-17 11:45:42,
2024-11-17 11:45:48,
2024-11-17 11:46:41,
2024-11-17 11:46:51,
2024-11-17 11:47:38,43.18
2024-11-17 11:48:35,
2024-11-17 11:48:35,
2024-11-17 11:49:07,
2024-11-17 11:49:30,
2024-11-17 11:50:01,
2024-11-17 11:50:10,
2024-11-17 11:50:11,
2024-11-17 11:50:30,
2024-11-17 11:50:42,
2024-11-17 11:50:47,
2024-11-17 11:51:41,
2024-11-17 11:51:51,
2024-11-17 11:52:38,43.43
2024-11-17 11:53:35,
2024-11-17 11:53:35,
2024-11-17 11:54:07,
2024-11-17 11:54:30,
2024-11-17 11:55:01,
2024-11-17 11:55:10,
2024-11-17 11:55:11,
2024-11-17 11:55:30,
2024-11-17 11:55:42,
2024-11-17 11:55:48,
2024-11-17 11:56:41,
2024-11-17 11:56:51,
2024-11-17 11:57:38,43.43
2024-11-17 11:58:35,
2024-11-17 11:58:35,
2024-11-17 11:59:07,
2024-11-17 11:59:30,
2024-11-17 12:00:01,
2024-11-17 12:00:11,
2024-11-17 12:00:12,
2024-11-17 12:00:30,
2024-11-17 12:00:42,
2024-11-17 12:00:48,
2024-11-17 12:01:42,
2024-11-17 12:01:52,
2024-11-17 12:02:38,43.94
2024-11-17 12:03:35,
2024-11-17 12:03:35,
2024-11-17 12:04:07,
2024-11-17 12:04:30,
2024-11-17 12:05:01,
2024-11-17 12:05:11,
2024-11-17 12:05:30,
2024-11-17 12:05:42,
2024-11-17 12:05:48,
2024-11-17 12:06:42,
2024-11-17 12:06:52,
2024-11-17 12:07:38,44.2
2024-11-17 12:08:35,
2024-11-17 12:08:35,
2024-11-17 12:09:07,
2024-11-17 12:09:30,
2024-11-17 12:10:01,
2024-11-17 12:10:11,
2024-11-17 12:10:30,
2024-11-17 12:10:42,
2024-11-17 12:10:48,
2024-11-17 12:11:42,
2024-11-17 12:11:52,
2024-11-17 12:12:38,44.2
2024-11-17 12:13:35,
2024-11-17 12:13:35,
2024-11-17 12:14:07,
2024-11-17 12:14:30,
2024-11-17 12:15:01,
2024-11-17 12:15:11,
2024-11-17 12:15:12,
2024-11-17 12:15:30,
2024-11-17 12:15:42,
2024-11-17 12:15:48,
2024-11-17 12:16:42,
2024-11-17 12:16:52,
2024-11-17 12:17:38,44.2
2024-11-17 12:18:35,
2024-11-17 12:18:35,
2024-11-17 12:19:07,
2024-11-17 12:19:30,
2024-11-17 12:20:01,
2024-11-17 12:20:11,
2024-11-17 12:20:12,
2024-11-17 12:20:30,
2024-11-17 12:20:42,
2024-11-17 12:20:48,
2024-11-17 12:21:42,
2024-11-17 12:21:52,
2024-11-17 12:22:38,44.2
2024-11-17 12:23:35,
2024-11-17 12:24:07,
2024-11-17 12:24:30,
2024-11-17 12:25:01,
2024-11-17 12:25:11,
2024-11-17 12:25:12,
2024-11-17 12:25:30,
2024-11-17 12:25:42,
2024-11-17 12:25:48,
2024-11-17 12:26:42,
2024-11-17 12:26:52,
2024-11-17 12:27:38,44.2
2024-11-17 12:28:35,
2024-11-17 12:29:07,
2024-11-17 12:29:30,
2024-11-17 12:30:01,
2024-11-17 12:30:11,
2024-11-17 12:30:12,
2024-11-17 12:30:30,
2024-11-17 12:30:42,
2024-11-17 12:30:48,
2024-11-17 12:31:42,
2024-11-17 12:31:52,
2024-11-17 12:32:38,44.2
2024-11-17 12:33:35,
2024-11-17 12:34:07,
2024-11-17 12:34:30,
2024-11-17 12:35:01,
2024-11-17 12:35:11,
2024-11-17 12:35:12,
2024-11-17 12:35:30,
2024-11-17 12:35:42,
2024-11-17 12:35:49,
2024-11-17 12:36:42,
2024-11-17 12:36:52,
2024-11-17 12:37:38,44.2
2024-11-17 12:38:35,
2024-11-17 12:38:35,
2024-11-17 12:39:07,
2024-11-17 12:39:30,
2024-11-17 12:40:01,
2024-11-17 12:40:11,
2024-11-17 12:40:12,
2024-11-17 12:40:30,
2024-11-17 12:40:42,
2024-11-17 12:40:48,
2024-11-17 12:41:42,
2024-11-17 12:41:52,
2024-11-17 12:42:38,44.2
2024-11-17 12:43:35,
2024-11-17 12:43:35,
2024-11-17 12:44:07,
2024-11-17 12:44:30,
2024-11-17 12:45:02,
2024-11-17 12:45:11,
2024-11-17 12:45:12,
2024-11-17 12:45:30,
2024-11-17 12:45:42,
2024-11-17 12:45:48,
2024-11-17 12:46:42,
2024-11-17 12:46:52,
2024-11-17 12:47:38,44.2
2024-11-17 12:48:35,
2024-11-17 12:48:35,
2024-11-17 12:49:07,
2024-11-17 12:49:30,
2024-11-17 12:50:02,
2024-11-17 12:50:11,
2024-11-17 12:50:12,
2024-11-17 12:50:30,
2024-11-17 12:50:42,
2024-11-17 12:50:50,
2024-11-17 12:51:42,
2024-11-17 12:51:52,
2024-11-17 12:52:38,44.2
2024-11-17 12:53:35,
2024-11-17 12:53:35,
2024-11-17 12:54:07,
2024-11-17 12:54:30,
2024-11-17 12:55:02,
2024-11-17 12:55:11,
2024-11-17 12:55:12,
2024-11-17 12:55:30,
2024-11-17 12:55:42,
2024-11-17 12:55:48,
2024-11-17 12:56:42,
2024-11-17 12:56:52,
2024-11-17 12:57:38,44.2
2024-11-17 12:58:35,
2024-11-17 12:58:35,
2024-11-17 12:59:07,
2024-11-17 12:59:30,
2024-11-17 13:00:02,
2024-11-17 13:00:11,
2024-11-17 13:00:12,
2024-11-17 13:00:15,
2024-11-17 13:00:30,
2024-11-17 13:00:42,
2024-11-17 13:00:49,
2024-11-17 13:01:42,
2024-11-17 13:01:52,
2024-11-17 13:02:39,44.2
2024-11-17 13:03:36,
2024-11-17 13:03:36,
2024-11-17 13:04:07,
2024-11-17 13:04:31,
2024-11-17 13:05:02,
2024-11-17 13:05:11,
2024-11-17 13:05:12,
2024-11-17 13:05:30,
2024-11-17 13:05:42,
2024-11-17 13:06:42,
2024-11-17 13:06:52,
2024-11-17 13:07:39,44.2
2024-11-17 13:08:36,
2024-11-17 13:08:36,
2024-11-17 13:09:07,
2024-11-17 13:09:31,
2024-11-17 13:10:02,
2024-11-17 13:10:11,
2024-11-17 13:10:12,
2024-11-17 13:10:30,
2024-11-17 13:10:42,
2024-11-17 13:10:48,
2024-11-17 13:11:42,
2024-11-17 13:11:52,
2024-11-17 13:12:39,44.2
2024-11-17 13:13:36,
2024-11-17 13:13:36,
2024-11-17 13:14:07,
2024-11-17 13:14:31,
2024-11-17 13:15:02,
2024-11-17 13:15:12,
2024-11-17 13:15:30,
2024-11-17 13:15:42,
2024-11-17 13:15:49,
2024-11-17 13:16:42,
2024-11-17 13:16:52,
2024-11-17 13:17:40,44.2
2024-11-17 13:18:36,
2024-11-17 13:18:36,
2024-11-17 13:19:07,
2024-11-17 13:19:31,
2024-11-17 13:20:02,
2024-11-17 13:20:12,
2024-11-17 13:20:13,
2024-11-17 13:20:30,
2024-11-17 13:20:42,
2024-11-17 13:20:48,
2024-11-17 13:21:42,
2024-11-17 13:21:52,
2024-11-17 13:22:40,44.2
2024-11-17 13:23:36,
2024-11-17 13:23:36,
2024-11-17 13:24:07,
2024-11-17 13:24:31,
2024-11-17 13:25:02,
2024-11-17 13:25:12,
2024-11-17 13:25:13,
2024-11-17 13:25:30,
2024-11-17 13:25:42,
2024-11-17 13:25:49,
2024-11-17 13:26:42,
2024-11-17 13:26:52,
2024-11-17 13:27:40,44.45
2024-11-17 13:28:36,
2024-11-17 13:28:36,
2024-11-17 13:29:07,
2024-11-17 13:29:31,
2024-11-17 13:30:02,
2024-11-17 13:30:12,
2024-11-17 13:30:13,
2024-11-17 13:30:30,
2024-11-17 13:30:42,
2024-11-17 13:30:49,
2024-11-17 13:31:42,
2024-11-17 13:31:52,
2024-11-17 13:32:40,44.45
2024-11-17 13:33:36,
2024-11-17 13:33:36,
2024-11-17 13:34:07,
2024-11-17 13:34:31,
2024-11-17 13:35:02,
2024-11-17 13:35:12,
2024-11-17 13:35:13,
2024-11-17 13:35:30,
2024-11-17 13:35:42,
2024-11-17 13:35:49,
2024-11-17 13:36:42,
2024-11-17 13:36:52,
2024-11-17 13:37:40,44.7
2024-11-17 13:38:36,
2024-11-17 13:38:36,
2024-11-17 13:39:07,
2024-11-17 13:39:31,
2024-11-17 13:40:02,
2024-11-17 13:40:12,
2024-11-17 13:40:13,
2024-11-17 13:40:30,
2024-11-17 13:40:42,
2024-11-17 13:40:56,
2024-11-17 13:41:42,
2024-11-17 13:41:52,
2024-11-17 13:42:40,44.96
2024-11-17 13:43:36,
2024-11-17 13:43:36,
2024-11-17 13:44:07,
2024-11-17 13:44:31,
2024-11-17 13:45:02,
2024-11-17 13:45:12,
2024-11-17 13:45:13,
2024-11-17 13:45:30,
2024-11-17 13:45:42,
2024-11-17 13:45:49,
2024-11-17 13:46:42,
2024-11-17 13:46:52,
2024-11-17 13:47:40,44.96
2024-11-17 13:48:36,
2024-11-17 13:48:36,
2024-11-17 13:49:07,
2024-11-17 13:49:31,
2024-11-17 13:50:02,
2024-11-17 13:50:12,
2024-11-17 13:50:13,
2024-11-17 13:50:30,
2024-11-17 13:50:42,
2024-11-17 13:50:49,
2024-11-17 13:51:42,
2024-11-17 13:51:52,
2024-11-17 13:52:40,45.47
2024-11-17 13:53:36,
2024-11-17 13:53:36,
2024-11-17 13:54:07,
2024-11-17 13:54:31,
2024-11-17 13:55:02,
2024-11-17 13:55:12,
2024-11-17 13:55:13,
2024-11-17 13:55:30,
2024-11-17 13:55:42,
2024-11-17 13:56:42,
2024-11-17 13:56:52,
2024-11-17 13:57:40,45.97
2024-11-17 13:58:36,
2024-11-17 13:58:36,
2024-11-17 13:59:07,
2024-11-17 13:59:31,
2024-11-17 14:00:03,
2024-11-17 14:00:12,
2024-11-17 14:00:13,
2024-11-17 14:00:30,
2024-11-17 14:00:42,
2024-11-17 14:01:42,
2024-11-17 14:01:52,
2024-11-17 14:02:40,45.97
2024-11-17 14:03:36,
2024-11-17 14:03:36,
2024-11-17 14:04:07,
2024-11-17 14:04:31,
2024-11-17 14:05:03,
2024-11-17 14:05:12,
2024-11-17 14:05:13,
2024-11-17 14:05:30,
2024-11-17 14:05:42,
2024-11-17 14:05:50,
2024-11-17 14:06:42,
2024-11-17 14:06:52,
2024-11-17 14:07:40,46.23
2024-11-17 14:08:36,
2024-11-17 14:08:36,
2024-11-17 14:09:07,
2024-11-17 14:09:31,
2024-11-17 14:10:03,
2024-11-17 14:10:12,
2024-11-17 14:10:13,
2024-11-17 14:10:30,
2024-11-17 14:10:42,
2024-11-17 14:10:49,
2024-11-17 14:11:42,
2024-11-17 14:11:52,
2024-11-17 14:12:40,46.23
2024-11-17 14:13:36,
2024-11-17 14:14:07,
2024-11-17 14:14:31,
2024-11-17 14:15:03,
2024-11-17 14:15:12,
2024-11-17 14:15:13,
2024-11-17 14:15:30,
2024-11-17 14:15:42,
2024-11-17 14:15:50,
2024-11-17 14:16:42,
2024-11-17 14:16:52,
2024-11-17 14:17:40,46.23
2024-11-17 14:18:36,
2024-11-17 14:19:07,
2024-11-17 14:19:31,
2024-11-17 14:20:03,
2024-11-17 14:20:12,
2024-11-17 14:20:13,
2024-11-17 14:20:30,
2024-11-17 14:20:43,
2024-11-17 14:20:50,
2024-11-17 14:21:42,
2024-11-17 14:21:52,
2024-11-17 14:22:40,46.23
2024-11-17 14:23:36,
2024-11-17 14:24:07,
2024-11-17 14:24:31,
2024-11-17 14:25:03,
2024-11-17 14:25:12,
2024-11-17 14:25:13,
2024-11-17 14:25:30,
2024-11-17 14:25:43,
2024-11-17 14:25:50,
2024-11-17 14:26:42,
2024-11-17 14:26:52,
2024-11-17 14:27:40,46.23
2024-11-17 14:28:36,
2024-11-17 14:28:36,
2024-11-17 14:29:07,
2024-11-17 14:29:31,
2024-11-17 14:30:03,
2024-11-17 14:30:12,
2024-11-17 14:30:13,
2024-11-17 14:30:14,
2024-11-17 14:30:30,
2024-11-17 14:30:43,
2024-11-17 14:30:50,
2024-11-17 14:31:42,
2024-11-17 14:31:52,
2024-11-17 14:32:40,46.23
2024-11-17 14:33:36,
2024-11-17 14:33:36,
2024-11-17 14:34:07,
2024-11-17 14:34:31,
2024-11-17 14:35:03,
2024-11-17 14:35:13,
2024-11-17 14:35:14,
2024-11-17 14:35:30,
2024-11-17 14:35:43,
2024-11-17 14:35:50,
2024-11-17 14:36:42,
2024-11-17 14:36:52,
2024-11-17 14:37:40,46.23
2024-11-17 14:38:36,
2024-11-17 14:39:07,
2024-11-17 14:39:31,
2024-11-17 14:40:03,
2024-11-17 14:40:13,
2024-11-17 14:40:14,
2024-11-17 14:40:30,
2024-11-17 14:40:43,
2024-11-17 14:40:50,
2024-11-17 14:41:42,
2024-11-17 14:41:52,
2024-11-17 14:42:40,46.23
2024-11-17 14:43:36,
2024-11-17 14:43:36,
2024-11-17 14:44:07,
2024-11-17 14:44:31,
2024-11-17 14:45:03,
2024-11-17 14:45:13,
2024-11-17 14:45:14,
2024-11-17 14:45:30,
2024-11-17 14:45:43,
2024-11-17 14:45:50,
2024-11-17 14:46:42,
2024-11-17 14:46:52,
2024-11-17 14:47:40,46.48
2024-11-17 14:48:36,
2024-11-17 14:48:36,
2024-11-17 14:49:07,
2024-11-17 14:49:31,
2024-11-17 14:50:03,
2024-11-17 14:50:13,
2024-11-17 14:50:14,
2024-11-17 14:50:30,
2024-11-17 14:50:43,
2024-11-17 14:50:50,
2024-11-17 14:51:44,
2024-11-17 14:51:52,
2024-11-17 14:52:40,46.48
2024-11-17 14:53:36,
2024-11-17 14:53:36,
2024-11-17 14:54:07,
2024-11-17 14:54:31,
2024-11-17 14:55:03,
2024-11-17 14:55:13,
2024-11-17 14:55:14,
2024-11-17 14:55:30,
2024-11-17 14:55:43,
2024-11-17 14:55:50,
2024-11-17 14:56:44,
2024-11-17 14:56:52,
2024-11-17 14:57:40,46.74
2024-11-17 14:58:36,
2024-11-17 14:58:36,
2024-11-17 14:59:07,
2024-11-17 14:59:31,
2024-11-17 15:00:03,
2024-11-17 15:00:13,
2024-11-17 15:00:14,
2024-11-17 15:00:30,
2024-11-17 15:00:43,
2024-11-17 15:00:50,
2024-11-17 15:01:44,
2024-11-17 15:01:52,
2024-11-17 15:02:40,46.74
2024-11-17 15:03:36,
2024-11-17 15:03:36,
2024-11-17 15:04:07,
2024-11-17 15:04:31,
2024-11-17 15:05:03,
2024-11-17 15:05:13,
2024-11-17 15:05:14,
2024-11-17 15:05:30,
2024-11-17 15:05:43,
2024-11-17 15:05:50,
2024-11-17 15:06:44,
2024-11-17 15:06:52,
2024-11-17 15:07:40,47.24
2024-11-17 15:08:36,
2024-11-17 15:08:36,
2024-11-17 15:09:07,
2024-11-17 15:09:31,
2024-11-17 15:10:03,
2024-11-17 15:10:13,
2024-11-17 15:10:14,
2024-11-17 15:10:30,
2024-11-17 15:10:43,
2024-11-17 15:10:50,
2024-11-17 15:11:44,
2024-11-17 15:11:52,
2024-11-17 15:12:40,47.24
2024-11-17 15:13:36,
2024-11-17 15:13:36,
2024-11-17 15:14:07,
2024-11-17 15:14:31,
2024-11-17 15:15:03,
2024-11-17 15:15:13,
2024-11-17 15:15:14,
2024-11-17 15:15:30,
2024-11-17 15:15:43,
2024-11-17 15:15:50,
2024-11-17 15:16:44,
2024-11-17 15:16:52,
2024-11-17 15:17:40,47.5
2024-11-17 15:18:36,
2024-11-17 15:18:36,
2024-11-17 15:19:07,
2024-11-17 15:19:31,
2024-11-17 15:20:04,
2024-11-17 15:20:13,
2024-11-17 15:20:14,
2024-11-17 15:20:30,
2024-11-17 15:20:43,
2024-11-17 15:20:50,
2024-11-17 15:21:44,
2024-11-17 15:21:52,
2024-11-17 15:22:40,47.5
2024-11-17 15:23:36,
2024-11-17 15:23:36,
2024-11-17 15:24:07,
2024-11-17 15:24:31,
2024-11-17 15:25:04,
2024-11-17 15:25:13,
2024-11-17 15:25:14,
2024-11-17 15:25:30,
2024-11-17 15:25:43,
2024-11-17 15:25:50,
2024-11-17 15:26:44,
2024-11-17 15:26:52,
2024-11-17 15:27:40,47.5
2024-11-17 15:28:36,
2024-11-17 15:28:36,
2024-11-17 15:29:07,
2024-11-17 15:29:31,
2024-11-17 15:30:04,
2024-11-17 15:30:13,
2024-11-17 15:30:14,
2024-11-17 15:30:30,
2024-11-17 15:30:43,
2024-11-17 15:30:51,
2024-11-17 15:31:44,
2024-11-17 15:31:52,
2024-11-17 15:32:40,47.5
2024-11-17 15:33:36,
2024-11-17 15:33:36,
2024-11-17 15:34:07,
2024-11-17 15:34:31,
2024-11-17 15:35:04,
2024-11-17 15:35:13,
2024-11-17 15:35:14,
2024-11-17 15:35:30,
2024-11-17 15:35:43,
2024-11-17 15:35:50,
2024-11-17 15:36:44,
2024-11-17 15:36:52,
2024-11-17 15:37:40,47.5
2024-11-17 15:38:36,
2024-11-17 15:38:36,
2024-11-17 15:39:07,
2024-11-17 15:39:31,
2024-11-17 15:40:04,
2024-11-17 15:40:13,
2024-11-17 15:40:14,
2024-11-17 15:40:15,
2024-11-17 15:40:30,
2024-11-17 15:40:43,
2024-11-17 15:41:44,
2024-11-17 15:41:52,
2024-11-17 15:42:40,47.75
2024-11-17 15:43:36,
2024-11-17 15:43:36,
2024-11-17 15:44:07,
2024-11-17 15:44:31,
2024-11-17 15:45:04,
2024-11-17 15:45:13,
2024-11-17 15:45:14,
2024-11-17 15:45:15,
2024-11-17 15:45:31,
2024-11-17 15:45:43,
2024-11-17 15:45:51,
2024-11-17 15:46:44,
2024-11-17 15:46:52,
2024-11-17 15:47:40,47.75
2024-11-17 15:48:36,
2024-11-17 15:48:36,
2024-11-17 15:49:07,
2024-11-17 15:49:31,
2024-11-17 15:50:04,
2024-11-17 15:50:14,
2024-11-17 15:50:15,
2024-11-17 15:50:31,
2024-11-17 15:50:43,
2024-11-17 15:51:44,
2024-11-17 15:51:52,
2024-11-17 15:52:40,47.75
2024-11-17 15:53:36,
2024-11-17 15:53:36,
2024-11-17 15:54:07,
2024-11-17 15:54:31,
2024-11-17 15:55:04,
2024-11-17 15:55:14,
2024-11-17 15:55:15,
2024-11-17 15:55:31,
2024-11-17 15:55:43,
2024-11-17 15:56:44,
2024-11-17 15:56:52,
2024-11-17 15:57:40,48.01
2024-11-17 15:58:36,
2024-11-17 15:58:36,
2024-11-17 15:59:07,
2024-11-17 15:59:31,
2024-11-17 16:00:04,
2024-11-17 16:00:14,
2024-11-17 16:00:15,
2024-11-17 16:00:31,
2024-11-17 16:00:43,
2024-11-17 16:00:51,
2024-11-17 16:01:44,
2024-11-17 16:01:52,
2024-11-17 16:02:40,48.01
2024-11-17 16:03:36,
2024-11-17 16:03:36,
2024-11-17 16:04:07,
2024-11-17 16:04:31,
2024-11-17 16:05:04,
2024-11-17 16:05:14,
2024-11-17 16:05:15,
2024-11-17 16:05:31,
2024-11-17 16:05:43,
2024-11-17 16:06:44,
2024-11-17 16:06:52,
2024-11-17 16:07:40,48.01
2024-11-17 16:08:36,
2024-11-17 16:08:36,
2024-11-17 16:09:07,
2024-11-17 16:09:31,
2024-11-17 16:10:04,
2024-11-17 16:10:14,
2024-11-17 16:10:15,
2024-11-17 16:10:31,
2024-11-17 16:10:43,
2024-11-17 16:11:44,
2024-11-17 16:11:53,
2024-11-17 16:12:40,48.01
2024-11-17 16:13:36,
2024-11-17 16:13:36,
2024-11-17 16:14:07,
2024-11-17 16:14:31,
2024-11-17 16:15:04,
2024-11-17 16:15:14,
2024-11-17 16:15:15,
2024-11-17 16:15:31,
2024-11-17 16:15:43,
2024-11-17 16:16:44,
2024-11-17 16:16:53,
2024-11-17 16:17:40,48.01
2024-11-17 16:18:36,
2024-11-17 16:18:36,
2024-11-17 16:19:07,
2024-11-17 16:19:31,
2024-11-17 16:20:04,
2024-11-17 16:20:14,
2024-11-17 16:20:15,
2024-11-17 16:20:31,
2024-11-17 16:20:43,
2024-11-17 16:20:51,
2024-11-17 16:21:44,
2024-11-17 16:21:53,
2024-11-17 16:22:40,48.26
2024-11-17 16:23:36,
2024-11-17 16:23:36,
2024-11-17 16:24:07,
2024-11-17 16:24:31,
2024-11-17 16:25:05,
2024-11-17 16:25:14,
2024-11-17 16:25:15,
2024-11-17 16:25:31,
2024-11-17 16:25:43,
2024-11-17 16:26:44,
2024-11-17 16:26:53,
2024-11-17 16:27:40,48.26
2024-11-17 16:28:36,
2024-11-17 16:28:36,
2024-11-17 16:29:07,
2024-11-17 16:29:31,
2024-11-17 16:30:05,
2024-11-17 16:30:14,
2024-11-17 16:30:15,
2024-11-17 16:30:31,
2024-11-17 16:30:43,
2024-11-17 16:31:45,
2024-11-17 16:31:53,
2024-11-17 16:32:40,48.26
2024-11-17 16:33:36,
2024-11-17 16:33:36,
2024-11-17 16:34:08,
2024-11-17 16:34:31,
2024-11-17 16:35:05,
2024-11-17 16:35:14,
2024-11-17 16:35:15,
2024-11-17 16:35:31,
2024-11-17 16:35:43,
2024-11-17 16:36:45,
2024-11-17 16:36:53,
2024-11-17 16:37:40,48.26
2024-11-17 16:38:36,
2024-11-17 16:38:36,
2024-11-17 16:39:08,
2024-11-17 16:39:31,
2024-11-17 16:40:05,
2024-11-17 16:40:14,
2024-11-17 16:40:15,
2024-11-17 16:40:31,
2024-11-17 16:40:43,
2024-11-17 16:41:45,
2024-11-17 16:41:53,
2024-11-17 16:42:40,48.26
2024-11-17 16:43:36,
2024-11-17 16:43:36,
2024-11-17 16:44:08,
2024-11-17 16:44:31,
2024-11-17 16:45:05,
2024-11-17 16:45:14,
2024-11-17 16:45:15,
2024-11-17 16:45:31,
2024-11-17 16:45:43,
2024-11-17 16:46:45,
2024-11-17 16:46:53,
2024-11-17 16:47:40,48.51
2024-11-17 16:48:36,
2024-11-17 16:48:36,
2024-11-17 16:49:08,
2024-11-17 16:49:31,
2024-11-17 16:50:05,
2024-11-17 16:50:14,
2024-11-17 16:50:15,
2024-11-17 16:50:31,
2024-11-17 16:50:43,
2024-11-17 16:51:45,
2024-11-17 16:51:53,
2024-11-17 16:52:40,48.51
2024-11-17 16:53:36,
2024-11-17 16:53:36,
2024-11-17 16:54:08,
2024-11-17 16:54:31,
2024-11-17 16:55:05,
2024-11-17 16:55:14,
2024-11-17 16:55:15,
2024-11-17 16:55:31,
2024-11-17 16:55:43,
2024-11-17 16:56:45,
2024-11-17 16:56:53,
2024-11-17 16:57:40,48.51
2024-11-17 16:58:36,
2024-11-17 16:58:36,
2024-11-17 16:59:08,
2024-11-17 16:59:31,
2024-11-17 17:00:05,
2024-11-17 17:00:14,
2024-11-17 17:00:15,
2024-11-17 17:00:16,
2024-11-17 17:00:31,
2024-11-17 17:00:43,
2024-11-17 17:01:45,
2024-11-17 17:01:53,
2024-11-17 17:02:40,48.77
2024-11-17 17:03:36,
2024-11-17 17:03:36,
2024-11-17 17:04:08,
2024-11-17 17:04:31,
2024-11-17 17:05:05,
2024-11-17 17:05:15,
2024-11-17 17:05:16,
2024-11-17 17:05:31,
2024-11-17 17:05:43,
2024-11-17 17:05:52,
2024-11-17 17:06:45,
2024-11-17 17:06:53,
2024-11-17 17:07:40,48.77
2024-11-17 17:08:36,
2024-11-17 17:08:36,
2024-11-17 17:09:08,
2024-11-17 17:09:31,
2024-11-17 17:10:05,
2024-11-17 17:10:15,
2024-11-17 17:10:16,
2024-11-17 17:10:31,
2024-11-17 17:10:43,
2024-11-17 17:11:45,
2024-11-17 17:11:53,
2024-11-17 17:12:40,48.77
2024-11-17 17:13:36,
2024-11-17 17:13:36,
2024-11-17 17:14:08,
2024-11-17 17:14:31,
2024-11-17 17:15:05,
2024-11-17 17:15:15,
2024-11-17 17:15:16,
2024-11-17 17:15:31,
2024-11-17 17:15:43,
2024-11-17 17:15:52,
2024-11-17 17:16:45,
2024-11-17 17:16:53,
2024-11-17 17:17:40,48.77
2024-11-17 17:18:36,
2024-11-17 17:19:08,
2024-11-17 17:19:31,
2024-11-17 17:20:05,
2024-11-17 17:20:15,
2024-11-17 17:20:16,
2024-11-17 17:20:31,
2024-11-17 17:20:43,
2024-11-17 17:20:53,
2024-11-17 17:21:47,
2024-11-17 17:21:53,
2024-11-17 17:22:40,48.77
2024-11-17 17:23:36,
2024-11-17 17:23:36,
2024-11-17 17:24:08,
2024-11-17 17:24:31,
2024-11-17 17:25:05,
2024-11-17 17:25:15,
2024-11-17 17:25:16,
2024-11-17 17:25:31,
2024-11-17 17:25:43,
2024-11-17 17:25:52,
2024-11-17 17:26:47,
2024-11-17 17:26:53,
2024-11-17 17:27:40,48.77
2024-11-17 17:28:36,
2024-11-17 17:28:36,
2024-11-17 17:29:08,
2024-11-17 17:29:31,
2024-11-17 17:30:05,
2024-11-17 17:30:15,
2024-11-17 17:30:16,
2024-11-17 17:30:31,
2024-11-17 17:30:43,
2024-11-17 17:31:47,
2024-11-17 17:31:53,
2024-11-17 17:32:40,48.77
2024-11-17 17:33:36,
2024-11-17 17:33:36,
2024-11-17 17:34:08,
2024-11-17 17:34:31,
2024-11-17 17:35:06,
2024-11-17 17:35:15,
2024-11-17 17:35:16,
2024-11-17 17:35:31,
2024-11-17 17:35:43,
2024-11-17 17:35:57,
2024-11-17 17:36:47,
2024-11-17 17:36:53,
2024-11-17 17:37:40,48.77
2024-11-17 17:38:36,
2024-11-17 17:38:36,
2024-11-17 17:39:08,
2024-11-17 17:39:31,
2024-11-17 17:40:06,
2024-11-17 17:40:15,
2024-11-17 17:40:16,
2024-11-17 17:40:31,
2024-11-17 17:40:43,
2024-11-17 17:40:57,
2024-11-17 17:41:47,
2024-11-17 17:41:53,
2024-11-17 17:42:40,48.77
2024-11-17 17:43:36,
2024-11-17 17:43:36,
2024-11-17 17:44:08,
2024-11-17 17:44:31,
2024-11-17 17:45:06,
2024-11-17 17:45:15,
2024-11-17 17:45:16,
2024-11-17 17:45:31,
2024-11-17 17:45:43,
2024-11-17 17:45:52,
2024-11-17 17:46:47,
2024-11-17 17:46:53,
2024-11-17 17:47:40,48.77
2024-11-17 17:48:36,
2024-11-17 17:48:36,
2024-11-17 17:49:08,
2024-11-17 17:49:31,
